PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33453106","Associations of Age, Sex, Race/Ethnicity, and Education With 13 Epigenetic Clocks in a Nationally Representative U.S. Sample: The Health and Retirement Study","Crimmins EM, Thyagarajan B, Levine ME, Weir DR, Faul J.","J Gerontol A Biol Sci Med Sci. 2021 May 22;76(6):1117-1123. doi: 10.1093/gerona/glab016.","Crimmins EM","J Gerontol A Biol Sci Med Sci","2021","2021/01/16","PMC8140049","","10.1093/gerona/glab016"
"39230773","Active longevity and aging: dissecting the impacts of physical and sedentary behaviors on longevity and age acceleration","Lu TY, Wang J, Jiang CQ, Jin YL, Cheng KK, Lam TH, Zhang WS, Xu L.","Geroscience. 2025 Jun;47(3):3525-3538. doi: 10.1007/s11357-024-01329-3. Epub 2024 Sep 4.","Lu TY","Geroscience","2025","2024/09/04","PMC12181555","","10.1007/s11357-024-01329-3"
"35146471","Epigenetic age acceleration in the emerging burden of cardiometabolic diseases among migrant and non-migrant African populations: the population based cross-sectional RODAM study","Chilunga FP, Henneman P, Elliott HR, Cronjé HT, Walia GK, Meeks KAC, Requena-Mendez A, Venema A, Bahendeka S, Danquah I, Adeyemo A, Klipstein-Grobusch K, Pieters M, Mannens MMAM, Agyemang C.","Lancet Healthy Longev. 2021 May 17;2(6):E327-E339. doi: 10.1016/S2666-7568(21)00087-8.","Chilunga FP","Lancet Healthy Longev","2021","2022/02/11","PMC7612337","EMS141013","10.1016/S2666-7568(21)00087-8"
"40696637","Aging acceleration, not chronological age, is associated with cognitive performance in older adults: A cross-sectional study on the protective role of physical activity","Sun Y, Wu W, Sun X, Ren L, Ren Z, Gong G.","Medicine (Baltimore). 2025 Jul 18;104(29):e43431. doi: 10.1097/MD.0000000000043431.","Sun Y","Medicine (Baltimore)","2025","2025/07/23","PMC12282797","","10.1097/MD.0000000000043431"
"40726009","Epigenetic Age Monitoring in Professional Soccer Players for Tracking Recovery and the Effects of Strenuous Exercise","Brooke RT, Kocher T, Zauner R, Gordevicius J, Milčiūtė M, Nowakowski M, Haser C, Blobel T, Sieland J, Langhoff D, Banzer W, Horvath S, Pfab F.","Aging Cell. 2025 Oct;24(10):e70182. doi: 10.1111/acel.70182. Epub 2025 Jul 28.","Brooke RT","Aging Cell","2025","2025/07/29","PMC12507406","","10.1111/acel.70182"
"28284819","Associations between long-term exposure to PM(2.5) component species and blood DNA methylation age in the elderly: The VA normative aging study","Nwanaji-Enwerem JC, Dai L, Colicino E, Oulhote Y, Di Q, Kloog I, Just AC, Hou L, Vokonas P, Baccarelli AA, Weisskopf MG, Schwartz JD.","Environ Int. 2017 May;102:57-65. doi: 10.1016/j.envint.2016.12.024. Epub 2017 Mar 9.","Nwanaji-Enwerem JC","Environ Int","2017","2017/03/13","PMC5396466","NIHMS858985","10.1016/j.envint.2016.12.024"
"35001659","Associations Between Blood Pressure and Accelerated DNA Methylation Aging","Xiao L, Zan G, Liu C, Xu X, Li L, Chen X, Zhang Z, Yang X.","J Am Heart Assoc. 2022 Feb;11(3):e022257. doi: 10.1161/JAHA.121.022257. Epub 2022 Jan 8.","Xiao L","J Am Heart Assoc","2022","2022/01/10","PMC9238504","","10.1161/JAHA.121.022257"
"40301953","Associations between five indicators of epigenetic age acceleration and all-cause and cause-specific mortality among US adults aged 50 years and older","Zou Y, Huang J, Tang X, Xu J.","Clin Epigenetics. 2025 Apr 29;17(1):66. doi: 10.1186/s13148-025-01872-6.","Zou Y","Clin Epigenetics","2025","2025/04/29","PMC12038942","","10.1186/s13148-025-01872-6"
"38755138","Severe drought exposure in utero associates to children's epigenetic age acceleration in a global climate change hot spot","Qiao X, Straight B, Ngo D, Hilton CE, Owuor Olungah C, Naugle A, Lalancette C, Needham BL.","Nat Commun. 2024 May 16;15(1):4140. doi: 10.1038/s41467-024-48426-7.","Qiao X","Nat Commun","2024","2024/05/16","PMC11099019","","10.1038/s41467-024-48426-7"
"31761615","Association between sleep disordered breathing and epigenetic age acceleration: Evidence from the Multi-Ethnic Study of Atherosclerosis","Li X, Joehanes R, Hoeschele I, Rich SS, Rotter JI, Levy D, Liu Y, Redline S, Sofer T.","EBioMedicine. 2019 Dec;50:387-394. doi: 10.1016/j.ebiom.2019.11.020. Epub 2019 Nov 21.","Li X","EBioMedicine","2019","2019/11/26","PMC6921369","","10.1016/j.ebiom.2019.11.020"
"40561046","Effects of lifestyle on telomere length: A study on the Korean population","Bae CY, Kim IH, Kim SH, Chun H, Kim BS, Jeon MH.","PLoS One. 2025 Jun 25;20(6):e0325233. doi: 10.1371/journal.pone.0325233. eCollection 2025.","Bae CY","PLoS One","2025","2025/06/25","PMC12193710","","10.1371/journal.pone.0325233"
"37982570","Patterns and Life Course Determinants of Black-White Disparities in Biological Age Acceleration: A Decomposition Analysis","Boen CE, Yang YC, Aiello AE, Dennis AC, Harris KM, Kwon D, Belsky DW.","Demography. 2023 Dec 1;60(6):1815-1841. doi: 10.1215/00703370-11057546.","Boen CE","Demography","2023","2023/11/20","PMC10842850","NIHMS1951229","10.1215/00703370-11057546"
"41645353","Epigenetic age and cardiometabolic disease in Guatemalan adults: a cross-sectional analysis","Chapnick MA, Yu EA, Smith AK, Conneely KN, Ramírez-Zea M, Qin ZS, Staimez LR, Vaccarino V, Stein AD.","J Health Popul Nutr. 2026 Feb 5. doi: 10.1186/s41043-026-01255-4. Online ahead of print.","Chapnick MA","J Health Popul Nutr","2026","2026/02/06","","","10.1186/s41043-026-01255-4"
"41202959","Long-term exposure to traffic-related air pollution is associated with epigenetic age acceleration","Yao Y, Wolf K, Breitner S, Zhang S, Waldenberger M, Winkelmann J, Schneider A, Peters A.","Environ Res. 2026 Jan 1;288(Pt 2):123284. doi: 10.1016/j.envres.2025.123284. Epub 2025 Nov 5.","Yao Y","Environ Res","2026","2025/11/07","","","10.1016/j.envres.2025.123284"
"32690336","The effects of social adversity, discrimination, and health risk behaviors on the accelerated aging of African Americans: Further support for the weathering hypothesis","Simons RL, Lei MK, Klopack E, Beach SRH, Gibbons FX, Philibert RA.","Soc Sci Med. 2021 Aug;282:113169. doi: 10.1016/j.socscimed.2020.113169. Epub 2020 Jul 7.","Simons RL","Soc Sci Med","2021","2020/07/22","PMC7790841","NIHMS1649768","10.1016/j.socscimed.2020.113169"
"36802439","Epigenetic-based age acceleration in a representative sample of older Americans: Associations with aging-related morbidity and mortality","Faul JD, Kim JK, Levine ME, Thyagarajan B, Weir DR, Crimmins EM.","Proc Natl Acad Sci U S A. 2023 Feb 28;120(9):e2215840120. doi: 10.1073/pnas.2215840120. Epub 2023 Feb 21.","Faul JD","Proc Natl Acad Sci U S A","2023","2023/02/21","PMC9992763","","10.1073/pnas.2215840120"
"37839726","Maternal prenatal social experiences and offspring epigenetic age acceleration from birth to mid-childhood","Laubach ZM, Bozack A, Aris IM, Slopen N, Tiemeier H, Hivert MF, Cardenas A, Perng W.","Ann Epidemiol. 2024 Feb;90:28-34. doi: 10.1016/j.annepidem.2023.10.003. Epub 2023 Oct 13.","Laubach ZM","Ann Epidemiol","2024","2023/10/15","PMC10842218","NIHMS1940244","10.1016/j.annepidem.2023.10.003"
"39508977","Physical activity and DNA methylation-based markers of ageing in 6208 middle-aged and older Australians: cross-sectional and longitudinal analyses","Zheng HT, Li DL, Lou MWC, Hodge AM, Southey MC, Giles GG, Milne RL, Lynch BM, Dugué PA.","Geroscience. 2025 Apr;47(2):2263-2274. doi: 10.1007/s11357-024-01408-5. Epub 2024 Nov 7.","Zheng HT","Geroscience","2025","2024/11/07","PMC11979085","","10.1007/s11357-024-01408-5"
"33007577","Associations between serum concentrations of perfluoroalkyl substances and DNA methylation in women exposed through drinking water: A pilot study in Ronneby, Sweden","Xu Y, Jurkovic-Mlakar S, Lindh CH, Scott K, Fletcher T, Jakobsson K, Engström K.","Environ Int. 2020 Dec;145:106148. doi: 10.1016/j.envint.2020.106148. Epub 2020 Sep 30.","Xu Y","Environ Int","2020","2020/10/02","","","10.1016/j.envint.2020.106148"
"39985312","Epigenetic Clock Analysis for National Institutes of Health Stroke Scale in Patients With Ischemic Stroke","Jiang W, Shirai T, Otsuka I, Okazaki S, Tanifuji T, Horai T, Minami H, Miyachi M, Okada S, Hishimoto A.","Neuropsychopharmacol Rep. 2025 Mar;45(1):e70009. doi: 10.1002/npr2.70009.","Jiang W","Neuropsychopharmacol Rep","2025","2025/02/22","PMC11845873","","10.1002/npr2.70009"
"37046280","DNA methylation age at birth and childhood: performance of epigenetic clocks and characteristics associated with epigenetic age acceleration in the Project Viva cohort","Bozack AK, Rifas-Shiman SL, Gold DR, Laubach ZM, Perng W, Hivert MF, Cardenas A.","Clin Epigenetics. 2023 Apr 12;15(1):62. doi: 10.1186/s13148-023-01480-2.","Bozack AK","Clin Epigenetics","2023","2023/04/12","PMC10099681","","10.1186/s13148-023-01480-2"
"41389509","The association of environmental toxicants exposure with cardiovascular disease risk: A comprehensive analysis from population to molecular mechanism","Fang H, Fang GH, Chen DJ, Chang HJ, Yang MH, Zhang H, Jiang YJ, Cai YF, Hu ZJ, Peng XE.","Ecotoxicol Environ Saf. 2026 Jan 1;309:119562. doi: 10.1016/j.ecoenv.2025.119562. Epub 2025 Dec 13.","Fang H","Ecotoxicol Environ Saf","2026","2025/12/13","","","10.1016/j.ecoenv.2025.119562"
"29112964","Environment-dependence of behavioural consistency in adult male European green lizards (Lacerta viridis)","Horváth G, Mészáros B, Urszán TJ, Bajer K, Molnár O, Garamszegi LZ, Herczeg G.","PLoS One. 2017 Nov 7;12(11):e0187657. doi: 10.1371/journal.pone.0187657. eCollection 2017.","Horváth G","PLoS One","2017","2017/11/08","PMC5675404","","10.1371/journal.pone.0187657"
"41445615","Association of Smoking Behavior, Intensity, and Time Since Cessation with Epigenetic Aging Biomarkers: Results from NHANES 1999-2002","Perez-Garcia J, Khodasevich D, Bozack AK, Rice MB, Nwanaji-Enwerem JC, Gladish N, Needham BL, Rehkopf DH, Cardenas A.","medRxiv [Preprint]. 2025 Dec 19:2025.12.18.25342556. doi: 10.64898/2025.12.18.25342556.","Perez-Garcia J","medRxiv","2025","2025/12/25","PMC12724157","","10.64898/2025.12.18.25342556"
